t,Vin,Vin_buck,Vo,Vo_buck,IL,IL_avg,u
0.0,12.974358974358974,13.142857142857142,0.0,0.0,0.6490091105475759,-0.06029867568328129,1.0
5e-06,12.923076923076923,13.142857142857142,0.0,0.0,0.6268432422278636,-0.08246454400300252,0.0
1e-05,12.901098901098901,13.098901098901099,0.0,0.0,1.6686390532544415,-0.038132807363568944,0.0
1.5000000000000002e-05,12.915750915750916,13.135531135531135,0.007326007326007326,0.007326007326007326,1.7351366582135874,0.1391941391941387,0.0
2e-05,12.915750915750916,13.135531135531135,0.014652014652014652,0.014652014652014652,1.7351366582135874,0.4716821639898594,0.004008016032064128
2.5e-05,12.923076923076923,13.135531135531135,0.06593406593406594,0.03663003663003663,1.7129707898938662,0.7155067155067218,0.0
3.0000000000000004e-05,12.923076923076923,13.135531135531135,0.10989010989010989,0.07326007326007326,1.6464731849347203,0.8928336620644384,0.01002004008016032
3.5000000000000004e-05,12.908424908424909,13.142857142857142,0.13186813186813187,0.09523809523809523,1.7794683948530121,0.9814971353432878,0.056112224448897796
4e-05,12.915750915750916,13.128205128205128,0.1391941391941392,0.10256410256410256,1.6908049215741539,1.003663003663009,0.11222444889779559
4.5e-05,12.915750915750916,13.135531135531135,0.14652014652014653,0.12454212454212454,1.8238001314924368,1.0479947403024337,0.15430861723446893
5e-05,12.908424908424909,13.142857142857142,0.1684981684981685,0.1391941391941392,1.8902977364515827,1.0479947403024337,0.1623246492985972
5.5e-05,12.908424908424909,13.135531135531135,0.19047619047619047,0.15384615384615385,2.0011270780501533,1.0923264769418672,0.17234468937875752
6.000000000000001e-05,12.908424908424909,13.135531135531135,0.2271062271062271,0.18315018315018314,2.244951629567007,1.1144923452615796,0.16032064128256512
6.500000000000001e-05,12.901098901098901,13.135531135531135,0.2490842490842491,0.20512820512820512,2.333615102845874,1.2474875551798625,0.18036072144288579
7.000000000000001e-05,12.901098901098901,13.135531135531135,0.2710622710622711,0.2271062271062271,2.5774396543627365,1.3804827650981544,0.1963927855711423
7.500000000000001e-05,12.908424908424909,13.128205128205128,0.31501831501831506,0.26373626373626374,2.6661031276415947,1.5356438433361497,0.17635270541082165
8e-05,12.901098901098901,13.12087912087912,0.3443223443223443,0.28571428571428575,2.9320935474781695,1.6908049215741539,0.19238476953907815
8.5e-05,12.901098901098901,13.128205128205128,0.37362637362637363,0.31501831501831506,3.020757020757019,1.8902977364515827,0.20440881763527055
9e-05,12.893772893772894,13.128205128205128,0.40293040293040294,0.336996336996337,3.1980839673147443,2.045458814689587,0.218436873747495
9.5e-05,12.893772893772894,13.128205128205128,0.4468864468864469,0.38095238095238093,3.4197426505118855,2.200619892927582,0.20641282565130262
0.0001,12.886446886446885,13.113553113553113,0.4835164835164836,0.41025641025641024,3.6192354653893055,2.40011270780502,0.21442885771543085
0.000105,12.893772893772894,13.113553113553113,0.5274725274725275,0.4542124542124542,3.796562411947031,2.555273786043024,0.2124248496993988
0.00011,12.886446886446885,13.113553113553113,0.5567765567765568,0.4835164835164836,3.885225885225889,2.754766600920453,0.23847695390781562
0.000115,12.879120879120878,13.113553113553113,0.5934065934065934,0.5274725274725275,4.10688456842303,2.9099276791584483,0.24649298597194388
0.00012000000000000002,12.879120879120878,13.106227106227106,0.6373626373626374,0.5641025641025641,4.284211514980738,3.109420494035886,0.24448897795591182
0.000125,12.879120879120878,13.098901098901099,0.673992673992674,0.6080586080586081,4.505870198177888,3.2867474405935937,0.2565130260521042
0.00013000000000000002,12.879120879120878,13.106227106227106,0.7252747252747253,0.652014652014652,4.749694749694751,3.4862402554710314,0.24649298597194388
0.000135,12.864468864468863,13.098901098901099,0.7619047619047619,0.6959706959706959,4.927021696252467,3.663567202028748,0.2665330661322645
0.00014000000000000001,12.87179487179487,13.098901098901099,0.8205128205128205,0.7472527472527473,5.193012116089033,3.863060016906168,0.24649298597194388
0.000145,12.864468864468863,13.091575091575091,0.8644688644688645,0.7912087912087912,5.281675589367891,4.0403869634638845,0.2605210420841683
0.00015000000000000001,12.864468864468863,13.091575091575091,0.9157509157509157,0.8424908424908425,5.50333427256505,4.262045646661035,0.2625250501002004
0.000155,12.87179487179487,13.084249084249084,0.9670329670329672,0.8937728937728938,5.636329482483333,4.41720672489903,0.26452905811623245
0.00016,12.857142857142856,13.084249084249084,1.010989010989011,0.9377289377289377,5.835822297360771,4.63886540809618,0.28256513026052105
0.00016500000000000003,12.857142857142856,13.084249084249084,1.0695970695970696,1.0036630036630036,5.990983375598766,4.771860618014463,0.2725450901803607
0.00017,12.849816849816849,13.076923076923077,1.120879120879121,1.054945054945055,6.101812717197337,4.993519301211613,0.280561122244489
0.00017500000000000003,12.849816849816849,13.06959706959707,1.1721611721611722,1.1062271062271063,6.389969005353624,5.126514511129887,0.28857715430861725
0.00018,12.849816849816849,13.06959706959707,1.2307692307692308,1.164835164835165,6.522964215271907,5.348173194327055,0.2845691382765531
0.00018500000000000002,12.835164835164834,13.06959706959707,1.2747252747252749,1.2234432234432235,6.722457030149345,5.525500140884763,0.30861723446893785
0.00019,12.842490842490841,13.062271062271062,1.3333333333333335,1.2820512820512822,6.8554522400676365,5.680661219122767,0.3026052104208417
0.00019500000000000002,12.835164835164834,13.062271062271062,1.3919413919413919,1.3406593406593408,7.143608528223915,5.880154034000196,0.3026052104208417
0.0002,12.835164835164834,13.054945054945055,1.4578754578754578,1.4065934065934065,7.276603738142207,6.035315112238191,0.2925851703406814
0.00020500000000000002,12.827838827838827,13.047619047619047,1.5091575091575091,1.4725274725274724,7.387433079740777,6.234807927115629,0.312625250501002
