t,Vin,Vin_buck,Vo,Vo_buck,IL,IL_avg,u
0.0,20.205128205128208,20.27838827838828,0.0,0.0,0.6490091105475759,-0.10463041232270598,1.0
5e-06,20.05860805860806,20.24908424908425,0.0,0.0,1.424814501737579,-0.038132807363568944,0.0
1e-05,20.05860805860806,20.271062271062274,0.007326007326007326,0.014652014652014652,2.4444444444444446,0.07269653423501055,0.0
1.5000000000000002e-05,20.05128205128205,20.27838827838828,0.03663003663003663,0.029304029304029304,2.333615102845874,0.5603456372687177,0.0
2e-05,20.043956043956044,20.28571428571429,0.15384615384615385,0.10989010989010989,2.267117497886728,0.9593312670235843,0.0
2.5e-05,20.05128205128205,20.28571428571429,0.1758241758241758,0.14652014652014653,2.2227857612473034,1.2918192918192961,0.15030060120240482
3.0000000000000004e-05,20.05128205128205,20.271062271062274,0.21978021978021978,0.1684981684981685,2.533107917723312,1.4691462383770038,0.21442885771543085
3.5000000000000004e-05,20.073260073260073,20.27838827838828,0.26373626373626374,0.21245421245421245,2.887761810838745,1.6464731849347203,0.2605210420841683
4e-05,20.05860805860806,20.28571428571429,0.31501831501831506,0.26373626373626374,3.1980839673147443,1.8016342631727245,0.280561122244489
4.5e-05,20.05860805860806,20.293040293040296,0.38095238095238093,0.31501831501831506,3.730064806987885,1.978961209730441,0.2745490981963928
5e-05,20.043956043956044,20.293040293040296,0.4249084249084249,0.3663003663003663,4.21771391002161,2.333615102845874,0.30861723446893785
5.5e-05,19.985347985347985,20.27838827838828,0.5054945054945055,0.43223443223443225,4.727528881375029,2.621771391002161,0.2745490981963928
6.000000000000001e-05,20.014652014652015,20.300366300366303,0.5567765567765568,0.4908424908424909,5.06001690617075,3.087254625716165,0.3026052104208417
6.500000000000001e-05,19.97069597069597,20.28571428571429,0.6300366300366301,0.5567765567765568,5.50333427256505,3.508406123790735,0.28857715430861725
7.000000000000001e-05,20.007326007326007,20.28571428571429,0.7032967032967032,0.6300366300366301,5.946651638959342,3.929557621865314,0.28256513026052105
