t,Vin,Vin_buck,Vo,Vo_buck,IL,IL_avg,u
0.0,20.183150183150186,20.28571428571429,0.0,0.0,0.58251150558843,-0.10463041232270598,0.39879759519038077
5e-06,20.05860805860806,20.28571428571429,0.007326007326007326,0.007326007326007326,1.4691462383770038,-0.06029867568328129,0.39879759519038077
1e-05,20.043956043956044,20.27838827838828,0.007326007326007326,0.014652014652014652,2.1341222879684363,0.16136000751385993,0.39879759519038077
1.5000000000000002e-05,20.02930402930403,20.27838827838828,0.04395604395604395,0.03663003663003663,2.8655959425190236,0.5381797689490053,0.39879759519038077
2e-05,20.036630036630036,20.27838827838828,0.25641025641025644,0.21245421245421245,3.508406123790735,1.070160608622155,0.39879759519038077
2.5e-05,20.021978021978022,20.27838827838828,0.3443223443223443,0.28571428571428575,4.129050436742743,1.7129707898938662,0.39879759519038077
3.0000000000000004e-05,20.007326007326007,20.271062271062274,0.4249084249084249,0.358974358974359,4.771860618014463,2.333615102845874,0.39879759519038077
3.5000000000000004e-05,19.985347985347985,20.27838827838828,0.5054945054945055,0.43956043956043955,5.39250493096648,3.04292288907674,0.39879759519038077
4e-05,19.992673992673993,20.271062271062274,0.5860805860805861,0.5128205128205129,6.0131492439184875,3.7078989386681727,0.39879759519038077
4.5e-05,19.97069597069597,20.25641025641026,0.6886446886446886,0.6080586080586081,6.633793556870478,4.3285432516201805,0.39879759519038077
5e-05,19.94871794871795,20.24908424908425,0.7692307692307692,0.6959706959706959,7.165774396543627,5.0156851695313165,0.39879759519038077
5.5e-05,19.94871794871795,20.241758241758244,0.8717948717948718,0.7985347985347985,7.808584577815347,5.569831877524196,0.39879759519038077
6.000000000000001e-05,19.926739926739927,20.241758241758244,0.9597069597069596,0.8937728937728938,8.296233680849081,6.2126420587959075,0.39879759519038077
6.500000000000001e-05,19.926739926739927,20.234432234432237,1.0622710622710623,0.9963369963369964,8.850380388841934,6.766788766788769,0.39879759519038077
7.000000000000001e-05,19.91941391941392,20.219780219780223,1.164835164835165,1.098901098901099,9.471024701793942,7.298769606461919,0.39879759519038077
7.500000000000001e-05,19.897435897435898,20.212454212454215,1.2673992673992676,1.208791208791209,9.892176199868512,7.852916314454781,0.39879759519038077
8e-05,19.882783882783883,20.1978021978022,1.3846153846153846,1.3186813186813189,10.490654644500799,8.362731285808227,0.39879759519038077
8.5e-05,19.875457875457876,20.205128205128208,1.487179487179487,1.435897435897436,10.845308537616232,8.939043862120792,0.39879759519038077
9e-05,19.86080586080586,20.17582417582418,1.6117216117216118,1.5531135531135531,11.421621113928815,9.426692965154517,0.39879759519038077
9.5e-05,19.86080586080586,20.17582417582418,1.728937728937729,1.6703296703296704,11.90927021696253,9.914342068188233,0.39879759519038077
